accession	organism	length	status
P47017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172	unlabelled_candidate_not_verified_negative
P47018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	478	unlabelled_candidate_not_verified_negative
P47019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175	unlabelled_candidate_not_verified_negative
P47020	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107	unlabelled_candidate_not_verified_negative
P47022	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219	unlabelled_candidate_not_verified_negative
P47023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	414	unlabelled_candidate_not_verified_negative
P47024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1803	unlabelled_candidate_not_verified_negative
P47025	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	714	unlabelled_candidate_not_verified_negative
P47026	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490	unlabelled_candidate_not_verified_negative
P47027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	764	unlabelled_candidate_not_verified_negative
P47028	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122	unlabelled_candidate_not_verified_negative
P47029	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1046	unlabelled_candidate_not_verified_negative
P47030	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604	unlabelled_candidate_not_verified_negative
P47031	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	731	unlabelled_candidate_not_verified_negative
P47032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299	unlabelled_candidate_not_verified_negative
P47033	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	881	unlabelled_candidate_not_verified_negative
P47035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1189	unlabelled_candidate_not_verified_negative
P47036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138	unlabelled_candidate_not_verified_negative
P47037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1230	unlabelled_candidate_not_verified_negative
P47038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	unlabelled_candidate_not_verified_negative
P47039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444	unlabelled_candidate_not_verified_negative
P47040	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	408	unlabelled_candidate_not_verified_negative
P47041	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	543	unlabelled_candidate_not_verified_negative
P47042	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	667	unlabelled_candidate_not_verified_negative
P47043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	880	unlabelled_candidate_not_verified_negative
P47044	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245	unlabelled_candidate_not_verified_negative
P47045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	478	unlabelled_candidate_not_verified_negative
P47046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	822	unlabelled_candidate_not_verified_negative
P47047	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1073	unlabelled_candidate_not_verified_negative
P47048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	450	unlabelled_candidate_not_verified_negative
P47049	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396	unlabelled_candidate_not_verified_negative
P47050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	842	unlabelled_candidate_not_verified_negative
P47051	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	409	unlabelled_candidate_not_verified_negative
P47052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	634	unlabelled_candidate_not_verified_negative
P47053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	257	unlabelled_candidate_not_verified_negative
P47054	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1683	unlabelled_candidate_not_verified_negative
P47055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219	unlabelled_candidate_not_verified_negative
P47056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224	unlabelled_candidate_not_verified_negative
P47057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423	unlabelled_candidate_not_verified_negative
P47058	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250	unlabelled_candidate_not_verified_negative
P47059	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104	unlabelled_candidate_not_verified_negative
P47061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	822	unlabelled_candidate_not_verified_negative
P47062	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111	unlabelled_candidate_not_verified_negative
P47063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138	unlabelled_candidate_not_verified_negative
P47064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	194	unlabelled_candidate_not_verified_negative
P47068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1157	unlabelled_candidate_not_verified_negative
P47069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	682	unlabelled_candidate_not_verified_negative
P47074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515	unlabelled_candidate_not_verified_negative
P47075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	721	unlabelled_candidate_not_verified_negative
P47076	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161	unlabelled_candidate_not_verified_negative
P47077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	666	unlabelled_candidate_not_verified_negative
P47079	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	568	unlabelled_candidate_not_verified_negative
P47081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118	unlabelled_candidate_not_verified_negative
P47082	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	602	unlabelled_candidate_not_verified_negative
P47083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	593	unlabelled_candidate_not_verified_negative
P47084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	519	unlabelled_candidate_not_verified_negative
P47085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338	unlabelled_candidate_not_verified_negative
P47087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	unlabelled_candidate_not_verified_negative
P47088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	403	unlabelled_candidate_not_verified_negative
P47089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198	unlabelled_candidate_not_verified_negative
P47090	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	510	unlabelled_candidate_not_verified_negative
P47091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120	unlabelled_candidate_not_verified_negative
P47092	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110	unlabelled_candidate_not_verified_negative
P47093	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	unlabelled_candidate_not_verified_negative
P47094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133	unlabelled_candidate_not_verified_negative
P47095	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244	unlabelled_candidate_not_verified_negative
P47096	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177	unlabelled_candidate_not_verified_negative
P47098	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	unlabelled_candidate_not_verified_negative
P47099	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440	unlabelled_candidate_not_verified_negative
P47100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	unlabelled_candidate_not_verified_negative
P47101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	745	unlabelled_candidate_not_verified_negative
P47102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1408	unlabelled_candidate_not_verified_negative
P47103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393	unlabelled_candidate_not_verified_negative
P47104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1357	unlabelled_candidate_not_verified_negative
P47106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120	unlabelled_candidate_not_verified_negative
P47108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1174	unlabelled_candidate_not_verified_negative
P47110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	350	unlabelled_candidate_not_verified_negative
P47111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140	unlabelled_candidate_not_verified_negative
P47112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604	unlabelled_candidate_not_verified_negative
P47113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	574	unlabelled_candidate_not_verified_negative
P47114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	497	unlabelled_candidate_not_verified_negative
P47115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	236	unlabelled_candidate_not_verified_negative
P47116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	818	unlabelled_candidate_not_verified_negative
P47117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	449	unlabelled_candidate_not_verified_negative
P47118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	141	unlabelled_candidate_not_verified_negative
P47119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	197	unlabelled_candidate_not_verified_negative
P47120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	325	unlabelled_candidate_not_verified_negative
P47121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122	unlabelled_candidate_not_verified_negative
P47122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385	unlabelled_candidate_not_verified_negative
P47123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	218	unlabelled_candidate_not_verified_negative
P47124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396	unlabelled_candidate_not_verified_negative
P47125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453	unlabelled_candidate_not_verified_negative
P47127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394	unlabelled_candidate_not_verified_negative
P47128	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	113	unlabelled_candidate_not_verified_negative
P47130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423	unlabelled_candidate_not_verified_negative
P47131	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105	unlabelled_candidate_not_verified_negative
P47133	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292	unlabelled_candidate_not_verified_negative
P47134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	954	unlabelled_candidate_not_verified_negative
P47135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1091	unlabelled_candidate_not_verified_negative
P47136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1447	unlabelled_candidate_not_verified_negative
P47137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	282	unlabelled_candidate_not_verified_negative
P47138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172	unlabelled_candidate_not_verified_negative
P47140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327	unlabelled_candidate_not_verified_negative
P47141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	266	unlabelled_candidate_not_verified_negative
P47142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	202	unlabelled_candidate_not_verified_negative
P47143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340	unlabelled_candidate_not_verified_negative
P47144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	725	unlabelled_candidate_not_verified_negative
P47145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328	unlabelled_candidate_not_verified_negative
P47146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123	unlabelled_candidate_not_verified_negative
P47147	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	688	unlabelled_candidate_not_verified_negative
P47148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283	unlabelled_candidate_not_verified_negative
P47149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201	unlabelled_candidate_not_verified_negative
P47150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247	unlabelled_candidate_not_verified_negative
P47152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	169	unlabelled_candidate_not_verified_negative
P47153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	279	unlabelled_candidate_not_verified_negative
P47154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453	unlabelled_candidate_not_verified_negative
P47155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203	unlabelled_candidate_not_verified_negative
P47156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	728	unlabelled_candidate_not_verified_negative
P47158	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	497	unlabelled_candidate_not_verified_negative
P47159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	448	unlabelled_candidate_not_verified_negative
P47160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	408	unlabelled_candidate_not_verified_negative
P47161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811	unlabelled_candidate_not_verified_negative
P47162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	119	unlabelled_candidate_not_verified_negative
P47163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	339	unlabelled_candidate_not_verified_negative
P47164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	639	unlabelled_candidate_not_verified_negative
P47165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	209	unlabelled_candidate_not_verified_negative
P47166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	707	unlabelled_candidate_not_verified_negative
P47167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239	unlabelled_candidate_not_verified_negative
P47168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	421	unlabelled_candidate_not_verified_negative
P47169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1442	unlabelled_candidate_not_verified_negative
P47170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1584	unlabelled_candidate_not_verified_negative
P47171	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1648	unlabelled_candidate_not_verified_negative
P47172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347	unlabelled_candidate_not_verified_negative
P47174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	unlabelled_candidate_not_verified_negative
P47175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	358	unlabelled_candidate_not_verified_negative
P47176	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376	unlabelled_candidate_not_verified_negative
P47177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	404	unlabelled_candidate_not_verified_negative
P47178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298	unlabelled_candidate_not_verified_negative
